Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address,Giá dự đoán
2,21,59.0,4.6,8.0,Đông - Nam,Đông - Nam,4,5,6,Have certificate,Full,10.0,"254, Đường Âu Cơ, Phường 9, Quận Tân Bình, Hồ Chí Minh",9.16538461538462
3,19,72.5,4.0,6.0,Nam,Nam,4,4,5,Have certificate,Basic,7.4,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",7.980027472527468
0,14,102.6,7.0,3.0,Đông,Đông,1,2,2,Have certificate,Full,5.6,"Đường Huỳnh Tấn Phát, Phường Quận Tân Phú, Quận 7, Hồ Chí Minh",6.102417582417589
2,19,42.0,4.8,4.0,Đông,Đông,3,3,4,Have certificate,Full,5.6,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Hồ Chí Minh",5.460439560439567
0,23,100.0,5.0,5.0,Đông - Nam,Đông - Nam,4,7,7,Have certificate,Basic,9.5,"Đường 8, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",11.732197802197799
2,7,44.0,4.0,6.0,Tây - Bắc,Tây - Bắc,5,6,4,Have certificate,Full,8.0,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",5.555054945054947
2,20,43.0,4.3,5.0,Đông - Nam,Đông - Nam,4,3,4,Have certificate,Full,8.6,"Đường Phan Xích Long, Phường 3, Quận Phú Nhuận, Hồ Chí Minh",8.200989010989023
3,8,80.0,4.0,12.0,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,5.0,"Đường Thạnh Lộc 44, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",7.18615384615385
3,22,81.6,4.1,12.0,Bắc,Bắc,2,2,2,Have certificate,Basic,8.5,"Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",8.245164835164836
3,23,64.0,4.0,6.0,Bắc,Bắc,2,2,2,Have certificate,Full,5.2,"Đường Hồ Bá Phấn, Phường Phước Long A, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.808021978021973
3,14,82.4,6.0,4.0,Tây,Tây,2,4,4,Have certificate,Full,6.35,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",6.745494505494514
3,4,84.5,5.0,7.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,9.4,"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",9.11725274725274
3,16,93.0,7.8,5.0,Nam,Nam,2,4,3,Have certificate,Full,3.9,"Hẻm số 5, Đường Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",4.9921978021978
2,19,57.7,4.0,6.0,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Basic,7.49,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",7.447472527472533
0,16,100.0,15.0,30.0,Nam,Nam,1,2,2,Sale contract,Full,4.6,"Dự án The Beverly Solari  - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",6.018021978021979
3,18,64.6,3.0,10.0,Bắc,Bắc,4,5,4,Have certificate,Basic,7.0,"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Hồ Chí Minh",7.075274725274727
3,4,80.0,5.3,6.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,8.3,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",7.555010227867367
3,16,80.0,6.0,6.0,Đông - Bắc,Đông - Nam,3,3,2,Sale contract,Basic,5.3,"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",6.370404761904765
2,18,40.0,4.0,2.0,Nam,Nam,2,2,2,Have certificate,Full,4.35,"Đường D5, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",4.4676967556253295
3,23,70.0,5.0,6.0,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,6.8,"Đường Số 48, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.172380952380951
2,23,52.0,3.8,4.0,Đông - Nam,Đông - Nam,1,4,4,Have certificate,Basic,2.6,"Phường Linh Xuân, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.2775824175824186
1,17,37.0,3.7,7.0,Bắc,Bắc,3,5,3,Have certificate,Full,2.78,"Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",3.027802197802196
2,14,51.0,4.0,4.0,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,6.35,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",5.999890109890117
2,3,48.0,8.0,2.5,Tây - Bắc,Tây - Bắc,1,2,1,Have certificate,Full,2.05,"Đường Đặng Thúc Vịnh, Xã  Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh",2.3779120879120885
3,23,85.7,5.4,7.0,Tây,Tây,1,3,3,Have certificate,Full,8.5,"Đường 11, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.389670329670327
2,4,55.9,4.3,6.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,6.5,"1979, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",6.325714285714286
2,23,56.0,4.0,6.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Basic,7.3,"Đường 10, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.453608058608051
2,14,56.0,4.0,50.0,Đông,Đông,2,2,3,Have certificate,Full,5.2,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",5.128681318681314
1,8,25.0,3.5,3.0,Đông - Bắc,Đông - Bắc,3,2,2,Have certificate,Basic,2.65,"Hẻm 103//, Đường Tân Thới Nhất 2, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",2.6565934065934083
2,8,46.0,20.0,5.0,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Full,4.45,"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",4.439868131868127
2,22,60.0,5.0,5.0,Đông,Đông,4,4,4,Have certificate,Full,6.3,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",7.003751962323388
1,22,24.0,3.0,4.0,Nam,Nam,2,2,2,Have certificate,Basic,3.0,"101/26/, Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",3.130329670329672
3,23,89.0,5.1,10.0,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,8.6,"Đường 8, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",8.164065934065944
3,22,90.0,5.0,6.0,Tây,Tây,1,3,2,Have certificate,Basic,7.5,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",7.072417582417582
0,8,282.7,11.0,50.0,Bắc,Bắc,1,4,2,Have certificate,Basic,9.5,"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",26.18868131868132
2,20,44.0,6.0,4.5,Bắc,Bắc,5,4,3,Have certificate,Full,10.0,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",9.446373626373632
2,8,49.5,4.5,12.0,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Basic,4.65,"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",5.259039246467817
1,20,22.0,2.8,3.0,Tây - Nam,Tây - Nam,3,2,3,Have certificate,Basic,3.5,"Đường Cô Giang, Phường 2, Quận Phú Nhuận, Hồ Chí Minh",3.681098901098901
3,17,97.0,5.2,8.0,Bắc,Bắc,4,4,5,Have certificate,Full,6.7,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",6.76857142857143
2,8,41.6,4.0,4.0,Bắc,Bắc,2,2,2,Have certificate,Full,3.38,"Đường Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",3.711617216117215
2,17,40.0,7.0,7.0,Đông,Đông,2,3,3,Have certificate,Full,2.48,"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",3.2434576138147566
1,10,36.0,3.6,6.0,Tây - Nam,Tây - Nam,6,5,4,Have certificate,Full,10.0,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",7.921758241758241
1,20,37.0,9.0,5.0,Tây - Bắc,Tây - Bắc,4,3,3,Have certificate,Full,6.85,"Đường Trần Huy Liệu, Phường 8, Quận Phú Nhuận, Hồ Chí Minh",6.392307692307698
2,21,40.0,8.0,3.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.6,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Hồ Chí Minh",4.2826098901098915
2,23,54.1,6.25,7.0,Đông,Đông,3,4,3,Have certificate,Full,7.2,"Đường Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.064798534798537
2,17,54.0,4.5,8.0,Đông,Đông,3,4,5,Have certificate,Full,8.3,"Đường 8A, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",7.202967032967029
2,8,57.0,4.2,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,4.5,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",4.665073260073259
1,8,31.0,3.2,8.0,Nam,Nam,2,2,2,Have certificate,Full,2.95,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",3.130503663003659
1,4,32.0,4.0,4.0,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,3.6,"2174, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",4.535384615384614
2,8,53.4,4.0,5.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,3.89,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",3.8753626373626324
2,8,56.0,4.0,10.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,5.85,"Đường Thạnh Lộc 44, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5.824305337519623
2,17,40.0,4.0,7.0,Tây,Tây,3,5,3,Have certificate,Full,2.68,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh.",3.386758241758245
2,19,46.0,4.6,6.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.99,"Đường Quang Trung, Phường 12, Quận Gò Vấp, Hồ Chí Minh",7.200329670329674
2,22,52.0,4.0,5.0,Đông,Đông,2,2,2,Have certificate,Full,5.6,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",5.470329670329663
3,8,67.0,4.0,4.0,Nam,Nam,3,4,3,Have certificate,Full,5.85,"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",6.01131868131869
1,16,36.0,3.0,3.0,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,2.65,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",2.732527472527475
2,22,58.0,4.8,8.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,7.8,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",6.4349450549450555
1,18,25.0,1.5,2.0,Bắc,Bắc,4,2,2,Have certificate,Full,2.8,"Đường Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, Hồ Chí Minh",2.974615384615389
3,13,71.0,4.7,4.0,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Basic,6.5,"Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",6.757435897435897
2,23,60.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Full,7.45,"Đường 606, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.557678571428572
0,2,157.0,6.0,20.0,Tây - Nam,Tây - Nam,2,2,1,Have certificate,Basic,4.2,"Đường Bình Mỹ, Xã Bình Mỹ, Huyện Củ Chi, Hồ Chí Minh",3.22285714285714
2,17,56.0,4.0,6.0,Bắc,Bắc,5,5,4,Have certificate,Full,5.2,"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",5.766611721611718
3,16,75.0,5.0,16.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,9.0,"Dự án Rio Vista, Đường Dương Đình Hội, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.708592059649755
2,8,54.0,4.0,8.0,Tây - Nam,Tây - Nam,4,6,5,Have certificate,Basic,6.1,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5.131749084249088
1,19,32.0,3.2,10.0,Nam,Nam,2,2,2,Have certificate,Full,3.38,"Đường Số 59, Phường 14, Quận Gò Vấp, Hồ Chí Minh",3.806492673992672
1,8,32.0,5.0,6.0,Đông,Đông,3,3,3,Have certificate,Full,2.55,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",3.0116483516483528
3,4,68.0,4.0,4.0,Bắc,Đông - Bắc,3,3,3,Have certificate,Full,5.5,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",5.912637362637363
0,22,116.0,6.3,6.0,Tây - Nam,Tây - Nam,2,6,2,Have certificate,Basic,9.0,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",16.452747252747237
2,18,45.9,4.0,6.0,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,8.7,"Đường  Nguyễn Xí, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",7.775604395604399
3,23,66.0,4.0,5.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Full,3.95,"Đường 606, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",4.537692307692302
3,16,75.0,5.0,12.0,Đông - Bắc,Tây - Nam,3,3,3,Have certificate,Full,8.49,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.011946712018142
3,19,78.0,6.0,7.0,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Full,8.95,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",7.669010989010992
2,8,45.0,4.5,4.0,Tây - Nam,Tây - Nam,3,4,2,Have certificate,Basic,3.65,"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",3.8599450549450505
2,14,51.6,4.0,6.0,Tây,Tây,2,2,3,Have certificate,Full,5.2,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",5.180989010989009
2,18,42.4,8.0,6.0,Tây,Tây,4,3,3,Have certificate,Full,6.25,"Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",6.055347985347987
1,22,26.0,3.2,3.5,Đông,Đông,2,2,2,Have certificate,Full,3.3,"Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",3.1936263736263766
2,23,52.0,4.2,5.0,Đông,Đông,2,2,2,Have certificate,Full,4.9,"Đường Số 32, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",4.932142857142852
2,23,50.8,30.0,5.0,Đông - Nam,Đông - Nam,1,2,2,Have certificate,Basic,3.95,"Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.4983516483516457
2,8,55.0,5.0,6.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.85,"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",3.9636263736263753
1,20,38.0,4.0,5.0,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Full,7.8,"Đường Thích Quảng Đức, Phường 3, Quận Phú Nhuận, Hồ Chí Minh",5.768461538461534
2,4,50.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Full,6.2,"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",6.229999999999998
2,22,44.0,4.0,5.0,Tây - Bắc,Bắc,3,2,2,Have certificate,Full,4.65,"Đường Lê Liễu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",4.118461538461538
3,17,75.0,5.0,8.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,5.8,"Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",5.737802197802199
2,17,55.5,3.7,5.0,Đông,Đông,2,2,2,Have certificate,Basic,4.5,"Đường Tên Lửa, Phường An Lạc A, Quận Bình Tân, Hồ Chí Minh",4.148571428571429
2,21,45.0,3.6,6.0,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,7.2,"876/35/60 Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh",5.124871794871798
3,8,64.0,4.0,7.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.85,"Đường Vườn Lài, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",4.838901098901105
1,10,35.0,4.0,4.0,Đông,Đông,4,2,3,Have certificate,Full,7.5,"Đường Pasteur, Phường 6, Quận 3, Hồ Chí Minh",3.075018315018313
2,23,57.0,20.0,20.0,Tây - Bắc,Tây - Bắc,1,2,2,Have certificate,Full,2.69,"Dự án Sài Gòn Metro Park, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",2.633846153846153
1,11,32.1,5.0,4.0,Tây - Nam,Tây - Nam,4,2,3,Have certificate,Basic,3.95,"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",4.067362637362633
3,22,65.0,4.2,12.0,Nam,Nam,2,3,2,Have certificate,Full,9.3,"Đường Lê Đình Thám, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",7.793736263736261
2,5,48.0,3.0,3.0,Đông - Nam,Đông - Nam,4,5,5,Have certificate,Full,8.6,"Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh",8.52868131868133
2,8,48.0,4.0,3.0,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,3.67,"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",3.510730769230773
2,14,40.0,4.0,6.0,Tây,Tây,3,4,3,Have certificate,Basic,5.9,"134 Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",5.347362637362632
0,14,132.0,4.0,6.0,Đông,Đông,1,2,1,Have certificate,Basic,7.5,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",9.14010989010989
3,8,75.0,6.0,6.0,Nam,Nam,3,3,3,Have certificate,Full,5.05,"Đường Tân Thới Nhất 2, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",5.120090528519102
0,0,100.0,12.0,12.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Basic,8.8,"Dự án Đại Phúc Green Villas, Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",8.347619047619045
2,14,50.8,4.0,3.0,Đông,Đông,2,2,2,Have certificate,Basic,5.6,"Hẻm 861, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",5.5347252747252815
2,17,53.9,9.0,6.0,Bắc,Bắc,5,8,8,Have certificate,Basic,7.5,"Đường 8, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",6.018681318681317
3,18,69.1,4.0,4.0,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,10.0,"Đường Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",6.712087912087914
3,23,68.0,4.0,7.0,Nam,Nam,3,4,5,Have certificate,Full,7.9,"Đường 30, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.264542124542125
3,16,75.0,4.5,8.0,Tây - Nam,Tây - Nam,1,3,1,Have certificate,Full,6.5,"Đường Số 8, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",5.882307692307692
3,19,65.0,4.0,4.0,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,6.5,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",6.719120879120881
1,19,24.9,3.0,3.0,Bắc,Bắc,2,2,3,Have certificate,Basic,2.75,"488/, Đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp, Hồ Chí Minh",2.7929670329670335
1,17,30.0,5.0,4.0,Đông,Đông,2,3,3,Have certificate,Full,1.88,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh.",2.0627472527472497
3,17,68.0,4.0,16.0,Tây,Tây,3,4,4,Have certificate,Basic,9.5,"Đường Số 36, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",8.296813186813191
2,8,56.0,4.0,8.0,Đông - Bắc,Đông - Bắc,5,4,5,Have certificate,Basic,5.5,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",5.7086185243328105
2,19,53.4,4.0,4.0,Đông - Bắc,Đông - Bắc,1,3,2,Have certificate,Basic,4.55,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",3.7909890109890148
1,8,30.0,3.2,3.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,1.75,"Hẻm 470, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",2.139120879120879
3,17,72.0,4.0,8.0,Tây,Tây,3,4,3,Have certificate,Basic,5.99,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",6.33426035502959
2,17,50.0,10.0,5.0,Đông,Đông,3,3,2,Have certificate,Full,4.5,"Đường Đất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",4.5567032967033
2,23,53.8,4.5,8.0,Đông - Bắc,Đông,4,3,3,Have certificate,Full,4.7,"Đường 12, Phường Trường Thạnh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.108021978021983
3,23,68.0,4.0,4.0,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Full,6.5,"Đường 35, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.264542124542125
2,17,40.0,4.0,5.0,Tây,Tây,2,2,2,Have certificate,Full,2.35,"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",2.986974097331239
3,23,91.0,6.0,2.0,Đông - Nam,Đông - Nam,3,5,4,Have certificate,Basic,4.8,"Đường 13, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.62637362637363
3,17,64.0,4.0,6.0,Bắc,Bắc,3,4,4,Have certificate,Full,6.48,"Đường Số 8, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",6.731868131868138
3,0,90.0,6.0,8.0,Tây - Bắc,Đông - Nam,3,4,4,Sale contract,Basic,6.9,"Dự án The Meadow Huyện Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",4.568351648351643
0,3,250.0,8.2,12.0,Tây,Tây,2,4,4,Have certificate,Full,8.2,"Đường Huỳnh Thị Na, Xã  Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh",8.166593406593412
3,16,75.0,5.0,20.0,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,8.7,"Dự án Rio Vista, Đường Dương Đình Hội, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh.",8.708592059649755
1,8,35.0,3.0,3.0,Tây,Tây,2,2,2,Have certificate,Full,2.78,"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",2.2182912087912086
3,4,80.0,5.85,6.0,Bắc,Bắc,4,4,5,Have certificate,Full,8.3,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",7.555010227867367
2,18,40.0,5.0,4.0,Nam,Nam,2,2,2,Have certificate,Basic,4.79,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, Hồ Chí Minh",4.4676967556253295
2,14,60.0,4.0,3.0,Bắc,Bắc,2,3,4,Have certificate,Full,4.87,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5.033736263736267
1,23,34.2,5.0,5.0,Tây,Tây,2,2,1,Have certificate,Basic,3.8,"Đường Số 50, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.507582417582421
3,23,91.3,6.0,6.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Basic,9.0,"Đường 17, Phường Linh Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.185604395604397
2,4,52.2,4.0,4.0,Bắc,Bắc,2,4,3,Have certificate,Full,4.19,"1942, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",4.170219780219781
2,15,48.7,5.2,3.0,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,3.89,"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",4.523516483516486
2,21,59.0,4.8,6.0,Nam,Nam,2,2,2,Have certificate,Full,6.8,"Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Hồ Chí Minh",5.914010989010993
1,4,32.7,3.27,15.0,Tây,Tây,2,2,3,Have certificate,Basic,8.15,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",4.845824175824172
3,16,75.0,5.0,12.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,8.2,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.011946712018142
3,19,75.0,4.0,4.0,Đông - Nam,Đông - Nam,4,6,7,Have certificate,Full,7.5,"Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Hồ Chí Minh",7.8630769230769255
3,8,70.2,4.0,10.0,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,7.9,"Đường Tân Thới Nhất 25, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",7.511978021978013
