Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà mặt tiền,Quận Bình Tân,496,6,5,40.58
Nhà mặt tiền,Quận Bình Tân,241,6,1,9.37
Nhà hẻm,Quận 7,437,8,2,15.12
Nhà hẻm,Quận 4,376,7,6,10.15
Nhà mặt tiền,Quận 1,183,8,4,65.37
Nhà hẻm,Quận 10,415,8,2,35.38
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),128,7,2,3.41
Nhà hẻm,Huyện Củ Chi,281,1,5,0.65
Chung cư,Quận 5,205,5,2,13.01
Biệt thự,Quận Bình Thạnh,319,9,5,94.14
Chung cư,Quận Tân Phú,244,9,3,8.51
Nhà hẻm,Huyện Nhà Bè,52,7,5,1.75
Nhà mặt tiền,Quận 11,47,3,6,5.72
Chung cư,Quận Gò Vấp,227,4,2,5.58
Chung cư,Quận 5,10,1,2,0.42
Nhà mặt tiền,Quận 5,496,4,1,58.12
Nhà mặt tiền,Quận 8,493,2,1,14.72
Biệt thự,Quận 10,441,6,1,102.64
Nhà hẻm,Quận Phú Nhuận,238,9,1,10.54
Biệt thự,Quận 8,95,7,5,14.5
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),269,6,1,16.72
Biệt thự,Quận 3,431,2,3,137.92
Chung cư,Huyện Cần Giờ,49,8,5,0.36
Nhà mặt tiền,Quận 7,257,3,3,16.67
Biệt thự,Quận 6,74,9,6,18.04
Chung cư,Quận 8,100,8,2,2.48
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),100,9,3,6.3
Nhà hẻm,Quận Tân Bình,148,4,1,4.81
Biệt thự,Quận 9 (TP. Thủ Đức),369,1,5,24.07
Chung cư,Quận Bình Tân,183,7,4,4.73
Nhà mặt tiền,Quận Bình Tân,369,9,6,35.05
Nhà mặt tiền,Huyện Bình Chánh,143,1,6,1.76
Nhà hẻm,Quận Gò Vấp,162,8,1,4.43
Nhà mặt tiền,Quận 4,473,3,2,14.99
Chung cư,Quận 5,331,2,4,23
Nhà mặt tiền,Quận 1,102,6,5,41.37
Nhà hẻm,Quận 6,89,1,2,1.95
Chung cư,Quận 9 (TP. Thủ Đức),524,6,2,7.96
Biệt thự,Quận Phú Nhuận,43,4,6,14.67
Nhà mặt tiền,Quận 3,112,7,3,26.15
Nhà hẻm,Quận 5,373,4,4,38.77
Biệt thự,Quận 1,436,2,5,265.48
Nhà mặt tiền,Quận Tân Bình,520,1,6,44.69
Nhà mặt tiền,Quận Tân Bình,505,4,6,63.88
Chung cư,Quận 3,295,4,2,17.67
Nhà hẻm,Huyện Bình Chánh,11,6,1,0.05
Chung cư,Quận 12,185,8,3,3.56
Biệt thự,Quận Tân Phú,207,8,6,44.71
Nhà hẻm,Quận 4,249,7,3,6.21
Nhà hẻm,Quận 1,239,6,2,32.81
Chung cư,Quận Phú Nhuận,380,8,2,19.32
Nhà hẻm,Quận 2 (TP. Thủ Đức),110,7,4,6.64
Biệt thự,Quận Bình Thạnh,80,5,2,14.4
Nhà mặt tiền,Quận Tân Bình,189,7,2,19.38
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),153,6,1,4.95
Chung cư,Quận 1,348,2,3,35.02
Chung cư,Quận 7,169,6,1,2.88
Chung cư,Huyện Củ Chi,506,1,2,0.66
Biệt thự,Quận 11,404,1,4,65.15
Biệt thự,Quận 1,162,9,6,130.53
Biệt thự,Quận Bình Thạnh,362,9,1,50.54
Biệt thự,Quận Bình Thạnh,90,7,1,11.69
Nhà mặt tiền,Huyện Cần Giờ,30,5,1,0.24
Chung cư,Quận 4,92,2,6,1.43
Nhà mặt tiền,Quận 7,418,7,1,18.69
Nhà hẻm,Quận 8,129,4,5,4.76
Nhà hẻm,Huyện Củ Chi,196,1,1,0.23
Nhà mặt tiền,Quận 7,224,5,5,17.49
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),17,6,3,0.8
Nhà mặt tiền,Quận Gò Vấp,50,1,3,2.55
Nhà hẻm,Quận 2 (TP. Thủ Đức),33,8,4,2.14
Nhà hẻm,Quận 12,174,5,4,4.13
Nhà mặt tiền,Huyện Bình Chánh,325,2,3,3.94
Nhà mặt tiền,Quận 4,54,3,6,2.73
Biệt thự,Quận 3,151,2,4,54.41
Nhà hẻm,Quận 5,378,5,6,47.82
Chung cư,Huyện Củ Chi,113,1,2,0.14
Nhà mặt tiền,Huyện Bình Chánh,199,1,5,2.41
Nhà hẻm,Quận Tân Phú,282,2,5,10.29
Nhà mặt tiền,Quận 11,475,8,1,36.09
Nhà hẻm,Huyện Hóc Môn,216,3,3,1.96
Nhà hẻm,Huyện Nhà Bè,491,4,1,6.15
Nhà mặt tiền,Quận 7,427,2,3,23.83
Nhà hẻm,Quận Bình Tân,290,2,1,4.09
Chung cư,Quận 6,282,6,5,10.53
Nhà mặt tiền,Huyện Hóc Môn,444,3,5,9.72
Nhà hẻm,Quận 2 (TP. Thủ Đức),76,9,3,4.27
Chung cư,Quận Bình Thạnh,481,3,6,23.26
Chung cư,Quận 3,271,9,5,27.81
Chung cư,Quận 7,276,8,4,8.3
Chung cư,Quận Bình Tân,343,4,2,6.8
Chung cư,Quận Tân Bình,506,7,4,26.34
Biệt thự,Quận Tân Phú,308,5,3,49.23
Chung cư,Huyện Nhà Bè,139,4,4,2.64
Nhà hẻm,Quận 8,529,3,6,17.73
Chung cư,Quận Tân Phú,16,9,1,0.32
Biệt thự,Quận 9 (TP. Thủ Đức),326,7,4,37.66
Chung cư,Quận 6,537,9,4,20.65
Biệt thự,Quận 12,516,9,2,47.35
Nhà hẻm,Huyện Hóc Môn,324,2,5,3.03
Nhà hẻm,Quận Phú Nhuận,344,8,5,30.98
Biệt thự,Quận 7,324,6,2,41.85
Nhà mặt tiền,Huyện Củ Chi,145,8,2,0.86
Chung cư,Huyện Nhà Bè,517,2,3,7.59
Chung cư,Quận 9 (TP. Thủ Đức),285,4,5,5.8
Chung cư,Quận Thủ Đức (TP. Thủ Đức),73,4,6,1.96
Nhà hẻm,Huyện Hóc Môn,193,3,3,1.68
Chung cư,Quận Phú Nhuận,165,1,5,6.71
Chung cư,Quận 2 (TP. Thủ Đức),160,4,4,6.8
Nhà mặt tiền,Quận 8,460,2,5,29.11
Chung cư,Quận Phú Nhuận,121,5,4,7.45
Nhà mặt tiền,Quận 7,237,6,3,16.64
Biệt thự,Quận Tân Bình,537,6,5,146.16
Chung cư,Quận 2 (TP. Thủ Đức),29,9,6,1.52
Chung cư,Huyện Cần Giờ,93,9,1,0.32
Chung cư,Huyện Hóc Môn,486,4,6,4.23
Nhà mặt tiền,Quận Phú Nhuận,326,9,3,50.57
Nhà mặt tiền,Quận Phú Nhuận,478,7,5,83.47
Nhà hẻm,Quận 2 (TP. Thủ Đức),409,8,3,19.83
Biệt thự,Quận 10,342,4,1,70.7
Nhà hẻm,Quận Tân Bình,259,6,2,12.16
Nhà hẻm,Quận Bình Thạnh,209,9,1,7.94
Nhà mặt tiền,Quận 3,273,4,2,41.8
Nhà mặt tiền,Huyện Nhà Bè,120,1,3,3.38
Biệt thự,Quận Tân Phú,479,9,3,81.26
Biệt thự,Quận Gò Vấp,366,1,6,47.36
Chung cư,Quận Tân Bình,199,8,3,10.38
Nhà mặt tiền,Quận Gò Vấp,198,9,4,19.19
Chung cư,Quận 9 (TP. Thủ Đức),319,6,3,5.91
Chung cư,Huyện Củ Chi,24,9,5,0.07
Nhà mặt tiền,Quận Gò Vấp,86,6,6,9.49
Chung cư,Quận 6,354,8,2,11.34
Biệt thự,Quận Bình Tân,127,9,1,10.94
Chung cư,Quận 12,123,1,3,1.36
Nhà hẻm,Huyện Củ Chi,28,3,5,0.09
Chung cư,Quận Tân Bình,164,3,2,5.69
Nhà mặt tiền,Quận Bình Thạnh,396,2,1,19.72
Chung cư,Quận 8,362,9,3,10.52
Nhà mặt tiền,Quận 4,219,6,6,12.13
Chung cư,Quận 8,163,6,2,3.89
Chung cư,Quận Thủ Đức (TP. Thủ Đức),108,4,5,2.58
Biệt thự,Huyện Nhà Bè,401,4,2,28.79
Biệt thự,Quận Phú Nhuận,505,5,1,79.48
Nhà hẻm,Quận 8,277,9,5,12.1
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),270,2,6,7.71
Biệt thự,Quận 7,149,4,6,26.47
Chung cư,Quận Phú Nhuận,35,4,1,1.04
Biệt thự,Quận 2 (TP. Thủ Đức),400,9,1,55.29
Nhà hẻm,Quận 7,437,1,6,12.32
Nhà mặt tiền,Quận Tân Phú,333,7,5,36.47
Nhà mặt tiền,Quận Bình Thạnh,303,3,6,36.71
Chung cư,Huyện Hóc Môn,148,3,5,1.24
Nhà hẻm,Huyện Hóc Môn,302,4,1,1.8
Nhà hẻm,Quận Gò Vấp,210,2,6,8.21
Nhà hẻm,Quận 1,234,6,5,47.3
Nhà mặt tiền,Quận 3,406,6,1,47.69
Nhà hẻm,Quận Tân Bình,455,4,3,24.05
Nhà hẻm,Quận Gò Vấp,13,9,1,0.34
Nhà hẻm,Quận 3,406,1,5,30.51
Nhà hẻm,Quận 1,15,2,1,1.06
Nhà mặt tiền,Quận 6,210,9,2,14.49
Nhà mặt tiền,Huyện Củ Chi,195,6,5,1.58
Nhà mặt tiền,Quận 8,109,5,1,4.34
Nhà mặt tiền,Quận Bình Tân,452,2,3,22.56
Biệt thự,Quận 3,34,5,2,12.12
Nhà hẻm,Quận Bình Tân,232,3,4,7.27
Chung cư,Quận 4,362,6,3,5.87
Nhà mặt tiền,Quận Bình Thạnh,208,6,5,27.56
Nhà mặt tiền,Quận Gò Vấp,333,2,1,12.08
Nhà hẻm,Quận Bình Tân,347,7,6,13.65
Nhà mặt tiền,Quận 3,410,3,1,41.55
Nhà mặt tiền,Quận Gò Vấp,198,5,2,13.6
Nhà mặt tiền,Quận Gò Vấp,101,4,6,9.14
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),242,8,6,31.3
Chung cư,Quận Bình Tân,156,8,3,3.66
Chung cư,Quận 1,188,1,5,16.51
Chung cư,Quận 1,292,9,6,54.86
Nhà mặt tiền,Quận Bình Thạnh,442,1,5,34.21
Nhà hẻm,Quận 12,233,7,6,6.68
Nhà hẻm,Huyện Củ Chi,516,5,4,1.7
Chung cư,Huyện Hóc Môn,286,2,6,2.29
Nhà mặt tiền,Quận Tân Bình,157,2,3,13.89
Nhà mặt tiền,Quận Tân Bình,385,1,2,23.72
Chung cư,Quận 5,310,5,1,13.57
Chung cư,Quận Bình Thạnh,504,6,6,27.3
Biệt thự,Huyện Củ Chi,62,7,4,0.92
Biệt thự,Huyện Nhà Bè,241,7,3,24.55
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),17,5,5,1.02
Chung cư,Quận 10,137,1,1,3.47
Nhà hẻm,Quận 10,529,5,4,52.25
Chung cư,Quận 9 (TP. Thủ Đức),180,5,6,4.05
Nhà hẻm,Quận 1,500,6,2,72.04
Biệt thự,Huyện Củ Chi,371,9,6,6.79
Nhà hẻm,Quận Tân Bình,484,8,2,26.23
Chung cư,Quận 7,94,8,2,2.3
Chung cư,Quận Gò Vấp,388,6,1,6.69
Nhà mặt tiền,Quận Phú Nhuận,195,2,6,24.59
Chung cư,Quận 3,368,9,6,43.32
Biệt thự,Quận 3,16,5,5,8.66
Chung cư,Quận Bình Tân,113,8,3,2.92
Chung cư,Quận 5,62,4,5,5.72
Nhà hẻm,Huyện Bình Chánh,227,5,6,2.27
Biệt thự,Quận Bình Tân,122,6,2,12.35
Chung cư,Quận 8,433,4,6,13.94
Biệt thự,Quận Bình Tân,162,3,6,20.65
Chung cư,Quận 5,414,9,2,31.16
Chung cư,Huyện Củ Chi,538,1,3,0.79
Chung cư,Quận Tân Bình,353,5,2,13.32
Chung cư,Quận Gò Vấp,394,1,2,6.48
Nhà hẻm,Quận 2 (TP. Thủ Đức),354,4,3,18.11
Biệt thự,Quận Bình Tân,398,8,6,68.2
Nhà hẻm,Quận Tân Phú,106,5,4,4.2
Nhà hẻm,Quận 3,359,2,2,25.68
Biệt thự,Quận Tân Bình,213,5,1,26.36
Chung cư,Quận 5,409,3,3,26.61
Chung cư,Huyện Nhà Bè,343,5,6,7.52
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),188,1,5,13.27
Chung cư,Quận 4,393,2,5,6.17
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),478,4,1,11.02
Chung cư,Quận 10,457,3,6,34.74
Chung cư,Quận 9 (TP. Thủ Đức),511,1,2,4.62
Nhà hẻm,Quận 4,51,9,6,1.59
Nhà mặt tiền,Huyện Cần Giờ,522,3,2,5.47
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),172,8,6,6.52
Chung cư,Quận Bình Thạnh,144,7,2,5.77
Nhà mặt tiền,Huyện Bình Chánh,100,2,4,1.38
Biệt thự,Quận Gò Vấp,48,9,3,9.24
Nhà hẻm,Huyện Nhà Bè,358,4,3,7.54
Chung cư,Quận 4,399,3,4,6.32
Nhà hẻm,Huyện Củ Chi,417,5,1,0.73
Nhà mặt tiền,Quận Bình Thạnh,45,7,2,4.2
Nhà mặt tiền,Quận 8,115,9,1,4.63
Chung cư,Quận Phú Nhuận,494,8,4,34.01
Chung cư,Quận 10,267,6,3,20.33
Biệt thự,Huyện Cần Giờ,169,8,6,5.96
Biệt thự,Quận 8,68,3,2,6.72
Nhà hẻm,Quận Bình Tân,34,6,4,1.31
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),353,6,3,21.24
Nhà hẻm,Quận Phú Nhuận,447,9,4,37.07
Nhà mặt tiền,Quận 3,146,9,2,28.78
Nhà hẻm,Huyện Củ Chi,456,8,1,0.87
Nhà mặt tiền,Quận 6,359,3,5,31.01
Biệt thự,Quận Bình Tân,184,4,2,18.56
Nhà hẻm,Quận 5,149,4,6,18.93
Chung cư,Quận Thủ Đức (TP. Thủ Đức),256,8,6,7.27
Chung cư,Quận Tân Phú,239,4,6,8.7
Nhà hẻm,Quận Bình Thạnh,292,5,4,17.59
Nhà mặt tiền,Huyện Bình Chánh,529,3,6,9.23
Chung cư,Quận 1,162,9,6,31.24
Biệt thự,Quận Tân Bình,175,8,1,26.36
Nhà mặt tiền,Quận 1,106,5,4,38.01
Nhà hẻm,Quận 11,117,1,6,5.49
Nhà hẻm,Quận Gò Vấp,201,6,5,9
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),131,9,4,9.24
Nhà hẻm,Huyện Củ Chi,69,6,6,0.3
Nhà mặt tiền,Huyện Nhà Bè,233,5,6,13.27
Nhà mặt tiền,Huyện Củ Chi,272,2,6,1.76
Nhà hẻm,Quận Gò Vấp,83,6,5,3.88
Biệt thự,Quận Tân Phú,157,2,4,21.25
Nhà mặt tiền,Quận 12,337,6,6,20.14
Biệt thự,Huyện Nhà Bè,19,5,1,1.05
Biệt thự,Quận Bình Thạnh,463,3,3,85.5
Biệt thự,Quận 5,299,6,4,151.51
Nhà hẻm,Quận Phú Nhuận,158,3,4,11.18
Chung cư,Quận 8,302,2,6,7.16
Biệt thự,Quận 9 (TP. Thủ Đức),315,6,3,26.44
Nhà mặt tiền,Quận Phú Nhuận,471,4,6,77.46
Biệt thự,Quận 7,223,5,5,34.93
Chung cư,Quận 7,197,5,3,4.92
Nhà hẻm,Quận 3,460,3,6,54.97
Chung cư,Quận 7,170,9,6,7.43
Biệt thự,Quận 6,357,4,6,70.55
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),355,8,4,52.18
Chung cư,Quận 5,507,6,6,53.88
Chung cư,Quận Thủ Đức (TP. Thủ Đức),234,6,3,4.83
Chung cư,Quận 10,471,6,1,19.44
Chung cư,Quận Phú Nhuận,251,2,4,11.34
Nhà mặt tiền,Quận Bình Thạnh,18,5,3,2.06
Chung cư,Huyện Bình Chánh,127,5,3,0.71
Nhà hẻm,Quận 8,325,7,6,14.87
Nhà mặt tiền,Quận 8,413,7,6,35.7
Chung cư,Quận Gò Vấp,303,1,1,3.43
Biệt thự,Quận 12,509,7,6,62.7
Nhà mặt tiền,Quận Tân Phú,24,4,1,1.02
Nhà hẻm,Quận Tân Phú,294,7,4,14.64
Nhà mặt tiền,Quận 11,169,4,6,24.71
Nhà mặt tiền,Huyện Bình Chánh,319,2,3,3.87
Nhà mặt tiền,Quận 3,376,8,5,103.34
Biệt thự,Quận 2 (TP. Thủ Đức),415,6,3,79.73
Chung cư,Quận Tân Bình,193,9,5,11.59
Chung cư,Quận 4,206,3,4,3.42
Nhà mặt tiền,Quận 1,525,6,4,190.33
Chung cư,Quận 2 (TP. Thủ Đức),84,6,2,2.79
Nhà mặt tiền,Huyện Hóc Môn,196,5,5,4.92
Nhà mặt tiền,Quận 8,206,5,2,10.95
Nhà hẻm,Quận 12,439,9,6,13.1
Nhà hẻm,Huyện Củ Chi,35,8,6,0.14
Chung cư,Quận 9 (TP. Thủ Đức),520,7,5,11.11
Chung cư,Quận Bình Tân,357,9,4,11.23
Chung cư,Quận 11,353,3,5,15.56
Nhà hẻm,Quận Tân Phú,275,8,6,13.81
Nhà mặt tiền,Quận 5,187,5,4,40.44
Chung cư,Quận 10,229,2,1,7.36
Nhà hẻm,Quận 7,115,6,5,5.02
Nhà mặt tiền,Quận 8,89,6,3,5.59
Nhà hẻm,Quận 5,411,3,3,37.39
Chung cư,Quận Tân Bình,536,8,5,30.64
Chung cư,Quận 10,127,9,6,12.31
Biệt thự,Quận Phú Nhuận,198,4,5,65.68
Nhà hẻm,Quận 6,514,2,5,20.49
Nhà hẻm,Quận Tân Bình,144,8,5,11.44
Biệt thự,Quận Bình Thạnh,491,2,3,83.44
Biệt thự,Quận 4,152,8,3,13.55
Nhà mặt tiền,Quận 11,356,5,6,50.36
Biệt thự,Quận 8,255,4,6,41.49
Chung cư,Quận 10,69,7,2,4.46
Biệt thự,Huyện Nhà Bè,243,4,1,12.02
Nhà mặt tiền,Huyện Cần Giờ,109,4,2,1.15
Nhà hẻm,Quận Gò Vấp,238,5,2,7.48
Biệt thự,Quận 4,141,1,4,8.47
Nhà mặt tiền,Quận Tân Phú,138,1,4,7.51
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),178,1,6,15.54
Nhà hẻm,Quận 2 (TP. Thủ Đức),227,8,2,9.33
Chung cư,Huyện Bình Chánh,502,3,1,1.65
Biệt thự,Quận 4,176,4,1,8.12
Chung cư,Quận 9 (TP. Thủ Đức),513,8,5,10.76
Nhà hẻm,Quận Tân Phú,149,4,1,3.14
Nhà hẻm,Huyện Nhà Bè,26,2,4,0.5
Nhà mặt tiền,Quận 4,45,4,1,1.06
Biệt thự,Huyện Củ Chi,147,9,3,2.05
Biệt thự,Huyện Cần Giờ,225,2,4,5.93
Nhà hẻm,Quận 10,96,6,3,9.1
Biệt thự,Quận Tân Phú,508,9,5,115.35
Chung cư,Huyện Cần Giờ,175,1,4,0.69
Nhà mặt tiền,Quận 3,196,2,4,36.41
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),306,6,2,14.25
Nhà hẻm,Quận Gò Vấp,391,6,6,20.34
Chung cư,Huyện Củ Chi,16,5,6,0.05
Biệt thự,Quận Phú Nhuận,410,8,1,69.9
Chung cư,Huyện Nhà Bè,147,4,6,2.83
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),65,6,3,6.31
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),326,1,4,6.66
Biệt thự,Quận 4,531,9,6,68.56
Biệt thự,Quận Tân Bình,277,5,4,64.36
Chung cư,Quận Tân Phú,459,6,6,15.83
Nhà hẻm,Quận 2 (TP. Thủ Đức),318,7,6,21.52
Chung cư,Quận 5,250,9,4,22
Nhà mặt tiền,Huyện Bình Chánh,340,1,1,1.96
Chung cư,Quận 12,506,7,6,10.86
Biệt thự,Huyện Hóc Môn,467,2,6,20.23
Chung cư,Quận 10,444,6,2,27.58
Chung cư,Quận 9 (TP. Thủ Đức),482,1,2,4.46
Nhà mặt tiền,Quận Phú Nhuận,71,7,4,12.32
Nhà hẻm,Quận Tân Bình,82,3,5,4.81
Nhà mặt tiền,Quận 3,460,8,4,113.91
Biệt thự,Quận 6,515,1,3,53.48
Nhà mặt tiền,Huyện Hóc Môn,453,4,2,7.58
Chung cư,Quận 7,302,8,2,6.83
Biệt thự,Quận 8,250,1,2,17.66
Biệt thự,Huyện Bình Chánh,189,3,6,6.84
Nhà mặt tiền,Quận 12,42,8,2,1.83
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),114,1,4,7.6
Chung cư,Quận 10,97,6,4,8.12
Nhà hẻm,Quận Tân Bình,213,7,5,14.56
Nhà mặt tiền,Quận Phú Nhuận,437,9,1,37.47
Nhà hẻm,Quận 5,130,8,4,16.37
Biệt thự,Huyện Cần Giờ,96,6,4,3.18
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),382,6,2,33.62
Nhà hẻm,Quận Tân Phú,73,4,6,3.53
Chung cư,Quận 6,503,4,4,16.15
Nhà mặt tiền,Quận 4,31,9,2,1.21
Chung cư,Quận 1,477,7,6,74.76
Nhà mặt tiền,Huyện Củ Chi,537,4,5,3.8
Biệt thự,Quận 10,283,9,4,129.33
Nhà hẻm,Quận 11,437,5,2,21.97
Nhà mặt tiền,Quận Gò Vấp,528,9,5,61.57
Chung cư,Huyện Bình Chánh,296,1,5,1.3
Chung cư,Quận Tân Phú,270,1,6,6.54
Nhà mặt tiền,Quận Bình Thạnh,279,9,2,31.07
Chung cư,Quận 12,253,2,3,3.18
Nhà mặt tiền,Quận 12,157,4,4,7.13
Biệt thự,Quận 5,377,2,1,70.17
Nhà hẻm,Huyện Hóc Môn,151,9,1,0.99
Biệt thự,Huyện Cần Giờ,380,6,6,12.66
Chung cư,Quận 3,254,7,4,21.14
Nhà mặt tiền,Quận Tân Bình,40,9,4,5.44
Nhà hẻm,Quận Tân Bình,223,4,5,14.41
Biệt thự,Quận 9 (TP. Thủ Đức),441,3,5,43.19
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),13,1,3,0.24
Chung cư,Huyện Bình Chánh,539,3,3,2.96
Nhà mặt tiền,Quận 1,172,7,3,56.56
Biệt thự,Quận 9 (TP. Thủ Đức),165,4,6,18.44
Chung cư,Quận Tân Phú,172,4,5,5.91
Nhà hẻm,Quận 3,137,8,2,12.82
Nhà hẻm,Quận 12,80,4,2,1.44
Nhà mặt tiền,Quận Tân Bình,187,9,1,15.03
Nhà mặt tiền,Quận Bình Tân,250,1,3,9.42
Nhà hẻm,Quận Bình Tân,497,2,4,13.64
Nhà hẻm,Quận 6,86,2,5,3.2
Nhà hẻm,Quận 8,379,1,3,7.51
Biệt thự,Quận 7,429,2,5,54.28
Nhà mặt tiền,Huyện Nhà Bè,179,2,5,7.13
Nhà hẻm,Quận 11,506,5,5,32.45
Nhà mặt tiền,Quận 10,104,4,1,10.94
Biệt thự,Quận 2 (TP. Thủ Đức),96,5,2,15.38
Chung cư,Quận Bình Thạnh,93,1,1,1.43
Biệt thự,Quận 1,249,6,2,140.03
Chung cư,Quận 10,338,1,4,15.55
Nhà mặt tiền,Quận 4,474,7,4,24.65
Chung cư,Quận 10,394,4,3,25.11
Biệt thự,Quận 10,132,6,3,46.35
Nhà mặt tiền,Quận 1,334,9,5,157.8
Nhà hẻm,Quận 5,456,4,2,38.8
Nhà mặt tiền,Quận 8,489,6,4,35.07
Nhà mặt tiền,Quận 1,270,1,2,45.48
Biệt thự,Huyện Bình Chánh,165,4,3,5.04
Biệt thự,Huyện Củ Chi,358,4,4,4.43
Nhà hẻm,Quận 10,280,8,3,25.46
Biệt thự,Huyện Nhà Bè,154,1,4,9.78
Biệt thự,Quận Bình Tân,95,7,3,12.85
Biệt thự,Quận 2 (TP. Thủ Đức),308,6,5,81.43
Biệt thự,Huyện Củ Chi,42,2,3,0.4
Nhà mặt tiền,Quận 5,364,6,4,81.62
Chung cư,Quận 1,245,5,6,41.43
Nhà mặt tiền,Quận Tân Bình,351,7,1,24.12
Chung cư,Huyện Củ Chi,119,6,5,0.35
Nhà hẻm,Huyện Hóc Môn,168,8,6,2.52
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),236,8,4,8.49
Nhà mặt tiền,Quận 1,249,1,3,49.77
Nhà mặt tiền,Huyện Hóc Môn,26,5,6,0.65
Biệt thự,Quận 1,222,7,3,152.83
Chung cư,Quận 1,362,9,2,42.67
Nhà mặt tiền,Huyện Hóc Môn,360,4,5,7.96
Biệt thự,Quận 3,468,9,1,120.48
Biệt thự,Huyện Hóc Môn,121,9,5,6.99
Biệt thự,Huyện Nhà Bè,489,3,3,41.79
Biệt thự,Quận 8,106,5,2,11.04
Chung cư,Quận 11,466,8,6,27.31
Biệt thự,Quận Bình Tân,427,6,2,50.1
Biệt thự,Huyện Cần Giờ,27,1,6,0.59
Nhà mặt tiền,Huyện Cần Giờ,436,9,4,8.26
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),173,6,4,10.39
Nhà mặt tiền,Huyện Củ Chi,291,5,3,1.93
Biệt thự,Quận 6,477,2,3,59.18
Chung cư,Huyện Bình Chánh,223,7,1,0.85
Biệt thự,Huyện Bình Chánh,398,3,6,14.22
Nhà mặt tiền,Quận 11,191,7,1,12.71
Biệt thự,Quận Phú Nhuận,447,3,3,109.8
Nhà hẻm,Huyện Củ Chi,166,4,2,0.41
Nhà mặt tiền,Quận Phú Nhuận,98,3,5,14.21
Chung cư,Quận Phú Nhuận,174,8,2,7.89
Nhà mặt tiền,Quận Bình Tân,28,7,6,2.34
Nhà hẻm,Quận 10,481,9,3,51.31
Chung cư,Quận 1,259,8,2,29.16
Nhà mặt tiền,Huyện Cần Giờ,250,5,3,3.66
Chung cư,Quận Gò Vấp,153,9,6,6.76
Biệt thự,Quận 8,483,5,4,69.58
Chung cư,Quận 8,102,3,5,2.78
Nhà mặt tiền,Quận 7,235,7,5,20.9
Nhà mặt tiền,Quận 5,511,9,3,112.39
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),301,5,1,16.34
Chung cư,Quận 2 (TP. Thủ Đức),351,2,5,12.34
Biệt thự,Quận 6,529,7,5,99.29
Chung cư,Quận Bình Tân,76,8,2,1.58
Nhà mặt tiền,Quận 3,465,8,2,85.52
Nhà hẻm,Quận 4,345,8,4,8.57
Chung cư,Quận 1,540,8,2,67.45
Nhà hẻm,Quận Bình Thạnh,279,6,4,18.76
Chung cư,Huyện Nhà Bè,448,7,3,9.05
Chung cư,Quận 11,128,8,3,5.67
Nhà mặt tiền,Quận 6,19,5,1,0.92
Nhà mặt tiền,Quận 6,62,7,1,3.17
Nhà hẻm,Huyện Bình Chánh,506,8,3,4.2
Nhà hẻm,Quận 1,308,6,5,58.05
Nhà hẻm,Quận 1,415,3,1,32.25
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),204,8,1,14.83
Nhà mặt tiền,Quận Gò Vấp,69,4,2,4.39
Nhà hẻm,Huyện Bình Chánh,283,5,6,2.98
Nhà mặt tiền,Quận Tân Bình,509,1,3,35.59
Nhà hẻm,Quận 12,76,7,2,1.43
Nhà mặt tiền,Huyện Nhà Bè,267,7,3,13.09
Nhà mặt tiền,Huyện Bình Chánh,371,2,6,5.71
Nhà mặt tiền,Quận 4,414,8,5,25.18
Biệt thự,Quận 1,529,5,4,371.24
Nhà hẻm,Quận 3,205,3,1,11.22
Biệt thự,Quận 2 (TP. Thủ Đức),215,9,5,59.98
Nhà hẻm,Huyện Nhà Bè,71,4,1,0.92
Chung cư,Quận 2 (TP. Thủ Đức),472,9,4,23.33
Chung cư,Huyện Cần Giờ,426,8,2,2.26
Biệt thự,Huyện Bình Chánh,187,6,3,6.42
Nhà hẻm,Huyện Bình Chánh,177,4,4,1.4
