Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà mặt tiền,Nhà Bè,144,7,1,2336157858
Nhà mặt tiền,Củ Chi,116,4,1,1451482446
Biệt thự,Quận 11,87,3,1,1515237237
Chung cư,Quận 2,189,3,1,3255265331
Nhà hẻm,Quận 8,185,2,1,2525782787
Chung cư,Bình Tân,230,7,4,9895726334
Nhà hẻm,Quận 2,133,4,4,3999227970
Chung cư,Quận 5,171,7,4,8422033953
Nhà hẻm,Bình Chánh,77,7,2,1153895005
Chung cư,Hóc Môn,227,3,1,3189978126
Chung cư,Quận 8,216,2,2,5350316758
Biệt thự,Quận 10,72,5,4,2586946390
Biệt thự,Phú Nhuận,148,8,3,6994321978
Nhà mặt tiền,Quận 4,147,4,2,4144965249
Nhà mặt tiền,Củ Chi,241,6,3,6872650587
Chung cư,Cần Giờ,145,2,2,2163996763
Nhà mặt tiền,Quận 8,166,6,2,5399744948
Chung cư,Quận 10,122,2,3,3244873506
Nhà hẻm,Bình Tân,221,4,3,7194958465
Nhà mặt tiền,Quận 1,102,7,4,4364201556
Biệt thự,Quận 5,195,2,4,8012245022
Nhà hẻm,Quận 11,114,8,2,3657439004
Biệt thự,Hóc Môn,210,5,2,5617764819
Nhà hẻm,Quận 10,56,7,1,733386429
Nhà hẻm,Quận 10,53,4,1,602821334
Nhà hẻm,Quận 10,245,3,4,10225571936
Biệt thự,Gò Vấp,129,4,4,4644444711
Chung cư,Quận 9,96,2,3,1833466059
Biệt thự,Quận 4,98,4,1,1590471650
Biệt thự,Quận 6,193,7,1,4756636429
Nhà hẻm,Quận 5,231,8,1,6515544694
Chung cư,Quận 9,69,4,1,794557129
Nhà mặt tiền,Quận 10,77,2,3,1702253028
Biệt thự,Gò Vấp,227,6,4,11119907457
Biệt thự,Bình Thạnh,176,3,2,6340702965
Chung cư,Quận 6,232,2,3,6640603440
Biệt thự,Tân Phú,117,5,2,2966708292
Nhà mặt tiền,Quận 11,220,3,4,10413113282
Nhà hẻm,Quận 5,165,5,4,6939888339
Chung cư,Cần Giờ,125,4,3,2515515757
Chung cư,Phú Nhuận,154,7,1,3597418016
Biệt thự,Phú Nhuận,228,3,3,9903091100
Nhà mặt tiền,Tân Phú,156,5,3,5041909821
Chung cư,Tân Bình,186,5,1,3710859334
Biệt thự,Quận 4,138,8,4,6126208278
Chung cư,Quận 2,88,8,3,2516184883
Nhà hẻm,Quận 4,203,2,2,4113509859
Nhà mặt tiền,Quận 5,231,2,2,7294376041
Nhà mặt tiền,Tân Bình,205,4,3,7453103604
Biệt thự,Bình Chánh,246,5,1,4618238813
Chung cư,Bình Chánh,135,7,3,3704555914
Biệt thự,Thủ Đức,111,3,3,2990035585
Nhà hẻm,Quận 10,219,8,2,8881261276
Nhà mặt tiền,Quận 9,173,3,1,3022736076
Nhà hẻm,Phú Nhuận,129,8,4,5213776613
Nhà hẻm,Quận 10,125,8,2,4166904475
Biệt thự,Tân Phú,226,5,4,10964842073
Biệt thự,Quận 2,113,3,3,3070253376
Chung cư,Bình Tân,79,2,3,1430004783
Biệt thự,Quận 4,99,3,2,2134583590
Nhà hẻm,Quận 9,86,2,3,1446974347
Chung cư,Quận 6,125,7,4,4558292516
Nhà hẻm,Nhà Bè,81,6,2,1261382596
Nhà hẻm,Phú Nhuận,85,2,2,1518258456
Nhà hẻm,Quận 2,59,5,3,1030338546
Chung cư,Quận 8,154,8,1,3369670043
Biệt thự,Bình Tân,52,2,3,772217213
Nhà hẻm,Quận 1,149,2,1,2476582875
Nhà mặt tiền,Quận 11,111,2,4,3448137227
Nhà hẻm,Nhà Bè,55,6,4,870305530
Nhà mặt tiền,Nhà Bè,228,4,3,6656774186
Biệt thự,Quận 4,76,6,4,2528319982
Biệt thự,Gò Vấp,164,6,3,7022053217
Chung cư,Nhà Bè,138,7,3,3460921850
Nhà mặt tiền,Phú Nhuận,73,7,1,1334702439
Nhà hẻm,Quận 11,135,5,2,3924671634
Biệt thự,Quận 2,56,2,2,772500691
Nhà hẻm,Quận 11,245,8,2,9964826260
Nhà hẻm,Tân Phú,80,7,2,1637374213
Chung cư,Thủ Đức,159,7,3,5669916659
Chung cư,Quận 4,186,5,4,7487267666
Chung cư,Quận 9,114,7,4,3818054898
Biệt thự,Quận 6,151,8,4,6476504150
Nhà mặt tiền,Hóc Môn,134,6,4,4061025649
Nhà mặt tiền,Quận 5,88,8,4,3674011804
Chung cư,Hóc Môn,88,6,1,1058010112
Nhà mặt tiền,Bình Thạnh,202,3,4,8862405772
Biệt thự,Củ Chi,240,4,2,6121094959
Nhà mặt tiền,Quận 9,105,3,3,2524409619
Biệt thự,Tân Phú,124,6,1,2380856913
Nhà mặt tiền,Bình Tân,123,7,4,4569530957
Chung cư,Tân Phú,149,5,4,5615692523
Nhà mặt tiền,Quận 2,186,2,3,4992639630
Biệt thự,Quận 7,188,5,2,6100411719
Nhà hẻm,Gò Vấp,171,2,4,4636571556
Nhà mặt tiền,Tân Phú,131,6,3,4100202253
Chung cư,Cần Giờ,102,2,1,898416017
Chung cư,Quận 7,112,4,4,3203781371
Biệt thự,Quận 7,204,8,4,10833691945
Biệt thự,Quận 8,180,2,4,5495995863
Chung cư,Quận 12,61,2,3,867216610
Nhà mặt tiền,Quận 3,233,3,3,10349533155
Nhà mặt tiền,Quận 8,193,5,1,4170354842
Chung cư,Bình Tân,188,8,1,4347058716
Nhà mặt tiền,Cần Giờ,153,5,3,3932187825
Nhà mặt tiền,Gò Vấp,56,6,1,698503491
Nhà mặt tiền,Quận 3,183,2,2,4992056245
Biệt thự,Quận 12,128,6,2,4203795259
Biệt thự,Quận 3,223,3,4,12242601174
Biệt thự,Bình Thạnh,191,5,2,7618702676
Chung cư,Gò Vấp,164,5,4,6668168921
Nhà mặt tiền,Quận 10,147,7,3,6785795027
Chung cư,Quận 10,240,7,1,7367044384
Biệt thự,Quận 1,108,4,4,4483049021
Biệt thự,Quận 10,197,6,2,8945779408
Chung cư,Quận 12,170,8,3,7061142081
Nhà mặt tiền,Củ Chi,212,4,2,4841284888
Nhà hẻm,Quận 3,170,5,2,5498462453
Nhà mặt tiền,Quận 4,247,8,3,11540021934
Chung cư,Phú Nhuận,238,6,4,12648131123
Biệt thự,Quận 6,69,8,3,1946426708
Nhà hẻm,Nhà Bè,83,6,2,1289281282
Nhà mặt tiền,Quận 11,233,6,3,10883333466
Nhà hẻm,Quận 4,95,4,3,2145152327
Biệt thự,Quận 10,146,4,2,5263583160
Nhà mặt tiền,Quận 10,93,8,3,3162266077
Nhà mặt tiền,Gò Vấp,156,4,3,4979259314
Chung cư,Bình Chánh,120,3,4,2530305178
Chung cư,Quận 9,174,4,3,5659202604
Nhà hẻm,Cần Giờ,109,6,3,2145768004
Nhà mặt tiền,Bình Thạnh,53,5,3,1266560066
Chung cư,Bình Thạnh,79,6,3,2241088216
Biệt thự,Tân Bình,122,8,2,3891576892
Chung cư,Quận 3,89,5,3,2627947305
Biệt thự,Nhà Bè,216,3,1,3749799245
Chung cư,Quận 10,91,7,1,1840789413
Chung cư,Nhà Bè,65,6,1,617814565
Nhà hẻm,Quận 4,69,2,4,1120169293
Chung cư,Quận 4,197,4,2,5963135271
Nhà hẻm,Quận 10,117,6,4,4706616284
Nhà mặt tiền,Quận 8,224,5,3,9870612224
Biệt thự,Quận 7,223,4,4,10438668439
Chung cư,Quận 8,190,7,2,5852097799
Nhà hẻm,Quận 6,86,3,4,1803946623
Nhà mặt tiền,Củ Chi,114,4,1,1404441104
Chung cư,Quận 3,126,8,4,5445620952
Nhà hẻm,Quận 12,75,3,1,762453174
Nhà hẻm,Quận 3,245,4,3,10110776519
Nhà mặt tiền,Quận 5,92,5,1,1699579797
Biệt thự,Quận 8,228,7,4,11122333951
Chung cư,Củ Chi,181,3,3,4052143374
Chung cư,Quận 12,89,7,3,2426282749
Nhà hẻm,Quận 4,86,7,4,2164532408
Biệt thự,Tân Bình,212,8,4,11776332353
Nhà hẻm,Quận 3,82,5,2,1949291823
Nhà mặt tiền,Bình Tân,141,2,1,1965230684
Chung cư,Tân Bình,102,5,2,2278617562
Biệt thự,Tân Bình,80,4,3,2024801618
Chung cư,Tân Bình,246,6,3,9885915560
Biệt thự,Quận 9,225,6,3,9660626556
Chung cư,Quận 4,114,6,3,2972701308
Chung cư,Quận 4,50,5,3,860240986
Chung cư,Tân Bình,130,6,1,2245369282
Nhà hẻm,Quận 4,109,4,1,1551532293
Biệt thự,Bình Chánh,162,7,2,4367947973
Nhà hẻm,Gò Vấp,59,4,1,592462502
Biệt thự,Quận 12,239,2,3,8456482640
Nhà hẻm,Quận 4,106,6,2,2280881296
Nhà hẻm,Tân Phú,208,3,1,3499851329
Biệt thự,Cần Giờ,151,7,2,3706268963
Biệt thự,Quận 12,184,3,2,5450858695
Chung cư,Gò Vấp,93,8,2,2394756064
Chung cư,Quận 7,78,3,2,1337770044
Nhà hẻm,Bình Thạnh,127,3,1,2098226568
Biệt thự,Quận 5,236,5,4,12961688518
Nhà mặt tiền,Củ Chi,163,4,3,3849876241
Biệt thự,Bình Tân,167,4,2,5275882681
Biệt thự,Quận 8,187,8,2,7042073093
Chung cư,Bình Tân,87,3,4,2131989670
Chung cư,Quận 9,79,8,4,2457459897
Nhà hẻm,Thủ Đức,221,5,4,8161068994
Chung cư,Quận 6,101,2,1,1177258987
Nhà mặt tiền,Cần Giờ,143,6,3,3733295850
Nhà hẻm,Tân Phú,224,6,1,4465736019
Nhà mặt tiền,Nhà Bè,152,2,4,3159203761
Nhà hẻm,Tân Phú,59,2,2,702675875
Nhà mặt tiền,Quận 3,247,7,2,11286681611
Nhà hẻm,Quận 2,250,6,3,10273459691
Nhà mặt tiền,Bình Chánh,153,7,3,4394472460
Biệt thự,Quận 6,74,4,2,1491206643
Biệt thự,Củ Chi,238,6,4,9166988414
Nhà mặt tiền,Cần Giờ,115,6,2,2357829275
Nhà mặt tiền,Quận 9,228,3,4,8551624891
Biệt thự,Bình Tân,168,4,4,7413262746
Nhà hẻm,Quận 2,237,2,1,3707911769
Biệt thự,Bình Thạnh,196,8,3,11541283842
Nhà mặt tiền,Quận 4,76,4,4,1816385656
Chung cư,Hóc Môn,130,8,4,3964575403
Chung cư,Quận 4,143,8,1,3059881250
Chung cư,Tân Bình,187,4,3,5761194113
Chung cư,Bình Tân,124,5,2,2928101788
Nhà mặt tiền,Quận 3,246,5,3,11794603271
Nhà mặt tiền,Tân Bình,189,4,1,3959568535
Nhà mặt tiền,Hóc Môn,95,7,4,2200760927
Biệt thự,Quận 8,186,7,3,7913722909
Chung cư,Quận 5,94,4,2,2394895314
Biệt thự,Bình Thạnh,193,5,1,5473507312
Nhà hẻm,Quận 6,147,3,4,4028230415
Nhà hẻm,Hóc Môn,127,3,3,2363310605
Nhà hẻm,Cần Giờ,58,6,2,721034027
Nhà mặt tiền,Thủ Đức,79,7,2,1933362533
Chung cư,Quận 3,246,4,4,11803702471
Chung cư,Thủ Đức,63,5,1,701756106
Nhà hẻm,Quận 6,222,6,4,9183442512
Biệt thự,Thủ Đức,122,7,4,5080334428
Nhà hẻm,Quận 3,166,6,3,6479184706
Chung cư,Quận 3,80,5,2,1761931948
Chung cư,Thủ Đức,185,5,4,6765674277
Chung cư,Quận 1,187,4,1,4323377118
Nhà mặt tiền,Quận 8,185,3,2,5133397204
Nhà mặt tiền,Cần Giờ,230,7,1,4864680859
Biệt thự,Cần Giờ,107,4,1,1396833631
Chung cư,Quận 4,71,3,4,1467385126
Biệt thự,Tân Phú,180,7,1,4625773693
Chung cư,Quận 8,174,7,1,3731601896
Nhà hẻm,Bình Chánh,177,3,4,4203330114
Biệt thự,Quận 8,124,4,1,2223303337
Nhà mặt tiền,Quận 5,161,2,1,3092436274
Nhà mặt tiền,Quận 5,212,3,4,9623607596
Nhà mặt tiền,Quận 4,89,5,4,2555856129
Chung cư,Thủ Đức,234,6,4,10604477554
Nhà mặt tiền,Quận 9,210,3,3,7530183485
Biệt thự,Bình Thạnh,213,4,2,8797259459
Nhà mặt tiền,Quận 3,120,5,3,4438327085
Nhà mặt tiền,Quận 1,200,2,3,6725777833
Chung cư,Phú Nhuận,186,5,1,4441074627
Nhà hẻm,Bình Tân,226,3,1,3922818521
Nhà hẻm,Bình Thạnh,176,6,4,8074046337
Nhà mặt tiền,Quận 9,120,4,1,1901747981
Nhà hẻm,Quận 2,250,7,4,9970593398
Biệt thự,Tân Phú,86,6,4,3086490972
Nhà hẻm,Quận 7,149,5,3,4410951984
Biệt thự,Nhà Bè,108,2,2,1695489716
Nhà hẻm,Bình Chánh,124,7,4,3319817386
Nhà mặt tiền,Bình Chánh,120,4,2,2279644023
Nhà hẻm,Quận 5,60,3,3,1136126910
Nhà hẻm,Quận 3,177,7,2,6114700683
Biệt thự,Quận 12,232,7,1,6522790482
Nhà mặt tiền,Hóc Môn,145,2,4,3121380204
Nhà mặt tiền,Củ Chi,70,6,2,1085103225
Nhà hẻm,Quận 5,205,4,3,8055989776
Nhà hẻm,Quận 8,119,4,4,3492541714
Nhà mặt tiền,Quận 6,157,3,1,2651855038
Chung cư,Quận 10,171,8,1,4705852812
Chung cư,Quận 1,155,4,3,5816061769
Nhà mặt tiền,Quận 6,78,7,2,1656922518
Biệt thự,Quận 11,236,8,3,14284942506
Chung cư,Tân Bình,214,8,3,8212328370
Chung cư,Phú Nhuận,156,2,4,4961143069
Biệt thự,Quận 5,147,8,1,4483743476
Biệt thự,Bình Tân,140,2,1,2244311618
Nhà hẻm,Thủ Đức,172,5,3,5551060095
Nhà hẻm,Quận 10,204,5,2,6680051102
Nhà hẻm,Quận 6,192,4,1,3468372062
Nhà hẻm,Quận 10,57,7,3,1354439075
Biệt thự,Củ Chi,196,2,1,2796494843
Nhà hẻm,Cần Giờ,217,5,3,5910420240
Nhà hẻm,Bình Thạnh,198,7,3,8230933188
Biệt thự,Củ Chi,221,3,3,6506310636
Biệt thự,Bình Thạnh,96,3,1,1784294845
Chung cư,Quận 1,179,4,2,6118304002
Nhà hẻm,Thủ Đức,83,6,4,2299053077
Chung cư,Quận 6,81,3,1,961275227
Nhà mặt tiền,Bình Thạnh,184,7,3,8944373989
Biệt thự,Quận 8,175,4,2,5558112817
Nhà hẻm,Quận 3,246,2,2,7350334015
Nhà hẻm,Bình Chánh,54,6,2,608981825
Biệt thự,Củ Chi,218,7,4,8885774851
Nhà mặt tiền,Quận 10,90,3,1,1440203623
Nhà hẻm,Cần Giờ,79,6,4,1467084944
Biệt thự,Quận 3,231,7,2,11251137086
Nhà mặt tiền,Tân Bình,195,8,4,8316289719
Biệt thự,Bình Tân,99,3,2,2062928239
Chung cư,Quận 9,97,8,4,2960305779
Nhà hẻm,Nhà Bè,142,3,2,2309048126
Nhà mặt tiền,Bình Thạnh,66,8,3,2136741370
Biệt thự,Củ Chi,103,6,4,2746068546
Nhà mặt tiền,Tân Bình,146,2,3,3552911249
Nhà hẻm,Phú Nhuận,224,2,4,8716290452
Nhà hẻm,Bình Thạnh,207,6,3,8618927179
Biệt thự,Thủ Đức,73,3,3,1644525032
Nhà mặt tiền,Quận 9,111,2,3,2302237816
Nhà mặt tiền,Quận 7,191,5,2,5418455827
Nhà mặt tiền,Quận 6,153,2,4,4021433748
Biệt thự,Quận 4,110,6,2,2926819841
Biệt thự,Quận 6,228,8,4,11674858765
Biệt thự,Quận 5,178,6,3,8512049270
Nhà mặt tiền,Quận 10,236,2,2,7635561725
Biệt thự,Bình Chánh,90,8,2,1949658380
Biệt thự,Quận 11,71,7,3,2473096582
Nhà hẻm,Quận 6,164,6,3,5429881203
Nhà mặt tiền,Tân Bình,186,6,3,7747211518
Nhà mặt tiền,Bình Tân,212,6,4,8802542424
Nhà hẻm,Bình Thạnh,241,8,2,9431049607
Nhà hẻm,Bình Chánh,236,3,4,6321678719
Nhà hẻm,Quận 10,209,3,2,6383161861
Nhà hẻm,Tân Bình,77,2,3,1281702658
Nhà hẻm,Bình Thạnh,237,4,3,10709789176
Nhà hẻm,Quận 9,119,5,2,2782184198
Biệt thự,Thủ Đức,121,8,1,2541795436
Nhà mặt tiền,Củ Chi,234,7,3,7008878271
Nhà hẻm,Quận 3,172,3,4,6346140858
Nhà mặt tiền,Quận 9,61,6,1,721513696
Biệt thự,Gò Vấp,137,7,1,3045396983
Chung cư,Bình Thạnh,146,7,2,5332720999
Chung cư,Quận 4,157,8,2,4788692968
Chung cư,Cần Giờ,79,8,4,1663464578
Biệt thự,Cần Giờ,226,7,4,9650032513
Nhà mặt tiền,Bình Chánh,99,6,2,1856227700
Nhà hẻm,Thủ Đức,84,3,2,1318409315
Nhà hẻm,Phú Nhuận,86,7,4,2741870067
Nhà hẻm,Quận 12,237,4,1,4739324984
Chung cư,Bình Chánh,140,3,4,3198464749
Nhà mặt tiền,Quận 3,92,3,1,1487908930
Nhà hẻm,Gò Vấp,212,8,1,4753011794
Nhà hẻm,Bình Thạnh,246,6,4,12509863476
Chung cư,Quận 7,184,3,2,4816075651
Biệt thự,Quận 9,213,3,3,8022816891
Nhà mặt tiền,Nhà Bè,246,6,1,4807766779
Biệt thự,Hóc Môn,192,8,4,7695492626
Nhà mặt tiền,Tân Phú,250,7,1,6404092267
Nhà hẻm,Quận 3,147,7,4,6547663065
Nhà hẻm,Quận 1,244,4,1,5690487343
Chung cư,Quận 9,163,7,3,5239883974
Nhà hẻm,Tân Phú,112,3,1,1532023256
Nhà mặt tiền,Quận 11,176,4,1,4432567478
Nhà hẻm,Quận 5,88,3,3,2039312403
Chung cư,Quận 12,136,8,2,4292396487
Biệt thự,Tân Phú,61,2,2,866152072
Nhà hẻm,Nhà Bè,183,2,4,3796100559
Nhà hẻm,Bình Tân,204,2,2,4210431627
Nhà hẻm,Bình Chánh,109,2,4,1705279992
Nhà mặt tiền,Tân Phú,242,4,1,5298629401
Biệt thự,Bình Tân,243,5,4,11754525576
Biệt thự,Quận 10,185,8,4,11287921672
Biệt thự,Quận 11,68,2,4,1682118615
Nhà mặt tiền,Tân Phú,193,7,4,8474265802
Nhà mặt tiền,Quận 1,117,8,3,4808572011
Nhà hẻm,Bình Thạnh,248,2,1,5029219568
Nhà hẻm,Quận 4,170,8,3,6245832815
Nhà mặt tiền,Tân Phú,177,8,3,8052585104
Biệt thự,Quận 1,190,4,2,7809425225
Chung cư,Bình Thạnh,161,6,1,3918608956
Nhà hẻm,Củ Chi,69,5,1,613873407
Chung cư,Quận 6,131,7,1,2547818182
Biệt thự,Quận 5,155,3,4,6274741615
Nhà hẻm,Củ Chi,183,4,3,4133134062
Nhà hẻm,Quận 3,131,8,3,4993804668
Biệt thự,Cần Giờ,77,7,4,1818534621
Nhà mặt tiền,Quận 10,235,7,4,13748071176
Biệt thự,Thủ Đức,142,4,1,2883217430
Nhà hẻm,Quận 9,182,6,1,3405841624
Chung cư,Quận 7,215,5,2,6748745766
Nhà hẻm,Quận 4,63,7,3,1189308846
Chung cư,Quận 11,113,2,4,3170514720
Nhà hẻm,Quận 11,168,8,3,8242575189
Nhà hẻm,Quận 5,186,7,1,4504199130
Nhà mặt tiền,Nhà Bè,195,2,2,3382581110
Nhà mặt tiền,Quận 6,143,3,3,3848895578
Nhà mặt tiền,Quận 9,85,8,4,2908807778
Nhà hẻm,Quận 6,84,3,4,1824972896
Chung cư,Nhà Bè,197,6,2,4988420128
Nhà hẻm,Quận 3,133,5,4,4771766923
Nhà mặt tiền,Củ Chi,115,3,3,2297178746
Biệt thự,Thủ Đức,147,2,2,3493672774
Biệt thự,Quận 9,64,3,2,1069251995
Nhà hẻm,Hóc Môn,110,6,1,1357431547
Nhà hẻm,Hóc Môn,186,4,4,4696237635
Chung cư,Quận 4,178,4,2,5254595974
Chung cư,Quận 11,194,3,2,6484214379
Chung cư,Bình Chánh,85,8,3,1851398784
Nhà mặt tiền,Bình Tân,69,8,4,1994119415
Biệt thự,Tân Phú,186,8,4,9577694861
Nhà hẻm,Bình Thạnh,230,5,1,6174402248
Chung cư,Tân Phú,221,6,3,9652365265
Nhà hẻm,Quận 9,244,5,3,8376722556
Chung cư,Phú Nhuận,210,8,4,11872368944
Nhà hẻm,Củ Chi,248,5,3,7008310104
Biệt thự,Quận 3,248,7,1,8979090939
Nhà mặt tiền,Hóc Môn,67,6,4,1364143831
Chung cư,Quận 1,50,2,1,456000000
Chung cư,Quận 11,156,3,3,5426179938
Nhà mặt tiền,Quận 1,233,8,4,13809479029
Biệt thự,Bình Thạnh,149,6,3,6723177553
Nhà mặt tiền,Bình Thạnh,152,5,2,5491612538
Biệt thự,Hóc Môn,90,8,2,1959684654
Chung cư,Quận 12,153,3,1,2496286953
Nhà mặt tiền,Bình Tân,187,8,1,4372543741
Chung cư,Quận 5,152,5,4,6319756571
Chung cư,Quận 7,226,5,1,4878700603
Biệt thự,Củ Chi,174,3,4,5048330640
Nhà mặt tiền,Phú Nhuận,164,3,1,3558282792
Nhà mặt tiền,Quận 9,59,2,1,516320112
Nhà hẻm,Quận 7,186,2,1,2543588824
Nhà mặt tiền,Quận 1,71,7,4,2480093996
Nhà hẻm,Củ Chi,120,7,4,2803454322
Chung cư,Quận 6,180,5,3,5752770252
Nhà mặt tiền,Quận 3,91,2,3,2178151611
Nhà mặt tiền,Quận 5,236,3,1,5835481260
Chung cư,Quận 9,249,6,3,9940629360
Nhà mặt tiền,Tân Bình,201,4,4,7613131508
Nhà mặt tiền,Gò Vấp,106,8,1,2066104446
Nhà mặt tiền,Quận 3,78,8,1,1514477841
Nhà mặt tiền,Cần Giờ,233,3,4,7058949684
Nhà hẻm,Quận 4,248,5,3,9208155189
Biệt thự,Quận 7,160,7,2,5222713209
Chung cư,Nhà Bè,187,8,1,3097250122
Nhà hẻm,Quận 6,238,4,1,4764555758
Chung cư,Bình Tân,233,2,3,6362440029
Chung cư,Bình Thạnh,99,4,2,2531810903
Nhà hẻm,Thủ Đức,194,5,3,6301147842
Chung cư,Nhà Bè,76,5,3,1313002096
Nhà mặt tiền,Nhà Bè,244,5,3,7503196708
Biệt thự,Quận 2,90,3,1,1300716949
Biệt thự,Bình Thạnh,170,5,1,4671504958
Chung cư,Phú Nhuận,211,2,1,4065560802
Nhà hẻm,Quận 5,175,2,4,5943282341
Nhà hẻm,Quận 10,199,3,2,6139479986
Biệt thự,Quận 7,69,4,3,1572589265
Nhà mặt tiền,Quận 11,220,3,1,5456144143
Chung cư,Quận 4,190,4,1,3539934558
Nhà mặt tiền,Hóc Môn,141,2,2,2184680089
Biệt thự,Quận 4,148,8,2,4949594838
Nhà hẻm,Tân Phú,226,3,4,7484105189
Biệt thự,Phú Nhuận,234,8,1,7517294215
Nhà hẻm,Quận 8,177,3,3,4849851649
Chung cư,Hóc Môn,142,3,1,1687333394
Biệt thự,Quận 2,91,8,4,3287718375
Chung cư,Quận 12,143,7,4,4916541907
Nhà hẻm,Quận 6,55,6,1,548458723
Nhà hẻm,Gò Vấp,93,5,4,2376345751
Biệt thự,Phú Nhuận,157,4,3,7081099865
Biệt thự,Quận 3,201,5,1,5678560080
Biệt thự,Quận 11,227,5,2,10432270418
Nhà mặt tiền,Tân Bình,119,8,4,4266510042
Nhà mặt tiền,Thủ Đức,142,5,3,4280121517
Nhà hẻm,Quận 2,131,2,4,2944010500
Chung cư,Bình Tân,161,6,4,5976378179
Nhà hẻm,Quận 6,134,3,4,3695203775
Nhà hẻm,Phú Nhuận,189,6,2,7128764471
Chung cư,Phú Nhuận,164,4,4,7318458429
Chung cư,Quận 9,103,7,1,1751800684
Chung cư,Gò Vấp,120,3,2,2424816078
Nhà hẻm,Quận 4,105,4,3,2396599764
Nhà hẻm,Quận 4,116,6,2,2832810433
Nhà hẻm,Thủ Đức,238,3,2,6127744317
Chung cư,Quận 5,147,3,3,4966959833
Nhà hẻm,Quận 8,81,5,3,1867853972
Nhà mặt tiền,Quận 2,124,5,1,2054119267
Nhà hẻm,Quận 12,82,2,1,818189361
Nhà hẻm,Bình Tân,169,2,3,3793872865
Nhà hẻm,Bình Chánh,97,6,2,1487773820
Biệt thự,Quận 12,53,3,1,555607457
Biệt thự,Quận 10,206,4,4,10510072488
Chung cư,Phú Nhuận,208,8,4,11299108281
Biệt thự,Củ Chi,175,4,1,2747953188
Nhà hẻm,Quận 3,213,5,2,7743985830
Nhà hẻm,Phú Nhuận,94,7,1,1689454330
Nhà hẻm,Nhà Bè,162,6,4,4668729948
Nhà hẻm,Gò Vấp,93,8,3,2609257795
Biệt thự,Gò Vấp,148,4,2,4121851054
Biệt thự,Nhà Bè,80,2,2,1070725845
Biệt thự,Gò Vấp,105,2,4,2566851293
Biệt thự,Bình Tân,100,3,3,2469664840
Nhà hẻm,Quận 6,110,4,2,2295976940
Chung cư,Quận 8,59,2,4,929967809
Chung cư,Quận 2,178,6,4,6898334687
Biệt thự,Tân Phú,134,3,1,2358024906
Nhà hẻm,Thủ Đức,224,5,2,6371418426
Nhà mặt tiền,Quận 3,184,8,2,8024249382
Nhà mặt tiền,Phú Nhuận,59,7,3,1632675528
Biệt thự,Thủ Đức,84,8,1,1492432796
Nhà hẻm,Quận 5,215,7,2,7887530719
Chung cư,Quận 10,179,5,2,6502173344
Chung cư,Quận 7,200,3,1,3585504319
Biệt thự,Cần Giờ,121,5,4,3567644791
Biệt thự,Quận 3,191,2,2,6071218905
Chung cư,Quận 4,228,8,1,5337923096
Nhà hẻm,Quận 12,217,3,3,6614285331
Biệt thự,Tân Bình,181,7,1,4480507207
Nhà hẻm,Bình Thạnh,240,8,2,10387108103
Biệt thự,Quận 3,124,5,1,3238317521
Nhà hẻm,Cần Giờ,183,8,4,6009503014
Chung cư,Phú Nhuận,95,6,3,3496172513
Nhà hẻm,Tân Bình,149,4,2,3588188145
Nhà mặt tiền,Quận 6,52,4,1,512144721
Nhà hẻm,Quận 11,238,2,4,9058367519
Chung cư,Quận 1,138,7,1,3262804322
Chung cư,Bình Chánh,197,4,4,6116472610
Biệt thự,Quận 7,50,7,4,1125553615
Chung cư,Củ Chi,247,7,4,8727171617
Nhà hẻm,Nhà Bè,178,4,2,3468900645
Chung cư,Thủ Đức,74,7,2,1406309958
Nhà mặt tiền,Quận 8,165,6,1,3589637438
Nhà mặt tiền,Quận 5,145,3,2,4073859557
Nhà mặt tiền,Hóc Môn,180,8,3,5410393196
Biệt thự,Quận 5,105,8,3,4279303962
Biệt thự,Quận 1,146,4,1,3519275698
Nhà hẻm,Quận 9,89,6,2,1955446185
Nhà hẻm,Quận 1,55,2,2,749617187
Biệt thự,Quận 8,148,2,3,3916212744
Nhà mặt tiền,Gò Vấp,112,4,4,3288875734
Biệt thự,Quận 6,75,5,2,1692352711
Nhà hẻm,Quận 2,238,5,4,9169470869
Nhà mặt tiền,Quận 6,229,5,3,8737371202
Nhà hẻm,Quận 6,200,7,2,6302080861
Chung cư,Cần Giờ,183,5,1,2841411902
Biệt thự,Quận 2,93,3,2,1907941524
Biệt thự,Quận 12,91,3,2,1925539374
Nhà mặt tiền,Quận 12,142,2,2,2854008696
Nhà mặt tiền,Phú Nhuận,157,2,3,4788388116
Nhà hẻm,Quận 12,192,3,4,6269431357
Biệt thự,Bình Thạnh,172,8,3,9634959410
Biệt thự,Củ Chi,59,3,4,922966311
Nhà hẻm,Tân Bình,228,4,4,8011873876
Nhà hẻm,Quận 11,117,4,2,3198664806
Chung cư,Quận 5,180,5,2,6735798309
Nhà hẻm,Quận 6,207,5,3,7381822582
Nhà hẻm,Quận 8,147,2,4,3595171206
Nhà hẻm,Quận 7,72,2,1,652625653
Biệt thự,Quận 2,225,2,1,4097680048
Nhà hẻm,Quận 7,239,5,4,8939899354
Chung cư,Bình Thạnh,176,2,4,5798762008
Chung cư,Thủ Đức,102,4,3,2590014836
Chung cư,Nhà Bè,214,2,2,3999860605
